rating_alternateName,claimReview_url,creativeWork_author_name	,claimReview_claim,claimReview_Title,claimReview_datePublished,claimReview_Verdict,claimReview_source	
True,http://fullfact.org/health/care-homes-starmer-johnson/,Leo Benedictus,"Covid-19 deaths in care homes are rising.
",Covid-19 deaths in care homes have started to fall,5/14/2020,"This was true at the time, by one measure. By another measure it was probably not true. Now it seems clearer that deaths in care homes from suspected Covid-19 are falling.
",fullfact
False,http://fullfact.org/health/gp-telephone-triage/,Richard Braham,"Hundreds of GPs are asking patients to prove they need face-to-face appointments in a three-minute telephone call, before they see them.
",Will you have to prove you need to see your GP?,11/29/2016,"We haven’t seen evidence that GPs are asking patients to prove they need to see them over the telephone. Some people do have concerns about whether taking initial consultations over the phone provides the best quality of care, saves GPs time overall, or saves the NHS money.
",fullfact
True,http://fullfact.org/health/do-we-have-enough-maternity-consultants/,Claire Milne,"
 
Three quarters of maternity units don’t have consultants present overnight during the week.
",Do we have enough maternity consultants?,10/31/2016,"
 
This is correct, according to a survey by the Royal College of Obstetricians and Gynaecologists.
",fullfact
Mixture,http://fullfact.org/health/are-patients-going-e-instead-gps/,Claire Milne,"
 
There are 9 million more visits to A&E since 2000.
",Are patients going to A&E instead of GPs?,1/31/2017,"
 
This is correct, but walk-in centres have been introduced since then, and this type of A&E has seen the biggest rise in attendances. Major A&E departments have seen their attendances increase by around 3 million between 2002/03 and 2015/16.
",fullfact
True,http://fullfact.org/health/nhs-recruiting-new-gps/,Joseph O'Leary,"The number of GP training places is rising.
",Is the NHS recruiting enough new GPs?,12/22/2017,"This is correct in England, although not all the places are being filled.
",fullfact
Mixture,http://fullfact.org/health/nhs-recruiting-new-gps/,Joseph O'Leary,"
 
There are 1,000 fewer GPs now than there were when Theresa May became Prime Minister.
",Is the NHS recruiting enough new GPs?,12/22/2017,"
 
This uses figures that aren’t comparable, but it’s still almost certain that the number of GPs in England has fallen since last year, and could have fallen by over 1,000.
",fullfact
True,http://fullfact.org/health/nhs-recruiting-new-gps/,Joseph O'Leary,"
 
The government promised to recruit an extra 5,000 GPs by 2020.
",Is the NHS recruiting enough new GPs?,12/22/2017,"
 
Correct.
",fullfact
False,http://fullfact.org/health/heart-disease-death-rate/,Abbas Panjwani,"There has been a rise in deaths from heart disease.
",The heart disease death rate isn’t increasing,5/15/2019,"Incorrect. The number of under 75s in the UK dying from heart disease increased slightly between 2016 and 2017. But the total number of deaths from heart disease decreased.
",fullfact
False,http://fullfact.org/health/heart-disease-death-rate/,Abbas Panjwani,"
 
The death rate from heart disease has increased for the first time in 50 years.
",The heart disease death rate isn’t increasing,5/15/2019,"
 
Incorrect. The death rate continues to fall.
",fullfact
True,http://fullfact.org/health/accident-emergency-england-wales/,Joël Reland,"3.4% of patients waited more than 12 hours in Wales compared with 1.3% in England.
",A&E performance: England v Wales,3/21/2018,"Correct. That’s the percentage of A&E patients who spent more than 12 hours in A&E, from arrival to departure in 2016/17.
",fullfact
True,http://fullfact.org/health/ageing-population-and-e/,Joël Reland,"
 
We have an ageing population. 
",An ageing population and A&E,10/20/2017,"
 
Correct
",fullfact
True,http://fullfact.org/health/ageing-population-and-e/,Joël Reland,"The number of people going to Accident and Emergency is rising every year.
",An ageing population and A&E,10/20/2017,"Correct.
",fullfact
True,http://fullfact.org/health/health-visitor-numbers-england-down-fifth-2015/,Claire Milne,"There were 8,244 full time equivalent health visitors in the NHS as of December 2017, the lowest number since August 2013.
",Health visitor numbers in England down by a fifth since 2015,4/25/2018,"Correct, for the NHS in England.
",fullfact
False,http://fullfact.org/health/coronavirus-care-homes-guidance/,Pippa Allen-Kinross,"
 
It’s not true that until 12 March, the government’s advice said it was ‘very unlikely’ people in care homes will become infected.
",Government guidance withdrawn in March did say it was ‘very unlikely’ people in care homes would be infected with Covid-19,5/13/2020,"
 
This is incorrect. The guidance did say this. It was withdrawn on 13 March.
",fullfact
False,http://fullfact.org/online/brighton-seafront-express/,Rachael Krishna,"The Express used a photo from before coronavirus lockdown to suggest people in Brighton were breaking social distancing rules.
",This photo of Brighton was taken during the coronavirus lockdown,5/19/2020,"This is incorrect. Metadata from the photo shows it was taken during lockdown.
",fullfact
False,http://fullfact.org/online/keir-starmer-tweet-child-abuse/,Rachael Krishna,"Mr Starmer explains in a clip why child grooming gangs weren’t prosecuted.
",This tweet misreports an interview with Keir Starmer,5/14/2020,"This is incorrect. The clip is from an interview with Mr Starmer on changes to how police and prosecutors deal with victims of child sexual abuse, rather than a discussion of why specific gangs weren’t prosecuted.
",fullfact
True,http://fullfact.org/online/wales-england-lockdown-rules/,Grace Rahman,"
 
In Wales you cannot drive to your place of exercise.
",It’s true that recent changes to lockdown rules are slightly different throughout the UK,5/12/2020,"
 
This is correct as of 11 May.
",fullfact
True,http://fullfact.org/online/wales-england-lockdown-rules/,Grace Rahman,"
 
In Wales you can exercise near your home more than once a day if you wish but only with members of your household.
",It’s true that recent changes to lockdown rules are slightly different throughout the UK,5/12/2020,"
 
This is correct as of 11 May.
",fullfact
False,http://fullfact.org/online/cumbria-police-photo/,Rachael Krishna,"Two UK police forces used the same photo to illustrate two different crimes.
",Two police forces did not use the same photo to illustrate two different lockdown crimes,5/11/2020,"This is incorrect. The tweet from Cumbria Road Police is real, the image of a tweet from Police Scotland is fake.
",fullfact
True,http://fullfact.org/crime/violence-and-drugs-prison/,Grace Rahman,"
 
The amount of times drugs were found in prisons across England and Wales rose by 23% in one year. 20.4% of drug tests came back as positive.
",Violence and drugs in prison,8/6/2018,"
 
Correct, including tests for psychoactive substances like spice.
",fullfact
True,http://fullfact.org/crime/violence-and-drugs-prison/,Grace Rahman,"There were 46,850 self-harm incidents in prisons in the year to March 2018, up 16%, and an average of 128 recorded a day.
",Violence and drugs in prison,8/6/2018,"Correct.
",fullfact
False,http://fullfact.org/crime/easier-to-get-drugs-than-pizza/,Pippa Allen-Kinross,"A government review warns it is almost as easy to buy some drugs as it is to buy pizza.
",There’s not enough evidence to say it’s as easy to buy drugs as pizza in the UK,3/10/2020,"There is not enough evidence for this claim, which does not appear in the review itself. The Global Drug Survey compared delivery times of cocaine and pizza internationally in 2018 and found 30% of people could get cocaine in under 30 minutes while only 16.5% of people said they could get a pizza delivered in that time. Figures to make this comparison for the UK aren’t available.
",fullfact
False,http://fullfact.org/crime/-children-gangs/,Joël Reland,"More than 30,000 children aged between 10 and 15 now say that they are in gangs.",How many children are in gangs? The data’s not good enough to know,6/28/2018,"We don’t know the exact number, and it’s difficult to get an accurate measure of this. In 2013/14, a survey found 0.9% of 10-15 year olds in England and Wales said they were in a street gang, which implies around 30,000 children in England, but this should not be taken as exact.",fullfact
True,http://fullfact.org/crime/robbery-uk-world-leader/,Abbas Panjwani,The robbery rate shot up by 10% in a year - more than any of 12 other nations examined by the Home Office,Robbery: Is the UK a “world leader”?,6/4/2018,Broadly correct. The number of recorded robberies in England and Wales increased by 10% and the robbery rate by 9% between 2015 and 2016. That’s more than in any of the other 12 countries examined by Home Office analysis.,fullfact
True,http://fullfact.org/crime/are-more-people-being-prosecuted-carrying-knives/,"
 
Grace Rahman",People convicted for carrying a blade are spending longer in prison.,Are more people being prosecuted for carrying knives?,5/24/2018,Correct. The average custodial sentence for a knife or offensive weapon possession offence increased by 2.2 months between 2008 and 2017.,"
 
fullfact"
True,http://fullfact.org/crime/are-more-people-being-prosecuted-carrying-knives/,Grace Rahman,"
 
More people are being prosecuted for carrying a blade.",Are more people being prosecuted for carrying knives?,5/24/2018,"
 
Correct. There was a 12% increase in the number of prosecutions for possession of an article with blade or point in England and Wales between 2016 and 2017, to just under 9,000. It’s been rising since at least 2013.",fullfact
True,http://fullfact.org/crime/are-more-people-being-prosecuted-carrying-knives/,Grace Rahman,More people are being caught carrying blades.,Are more people being prosecuted for carrying knives?,5/24/2018,Correct. The number of offences involving possession of article with blade or point has been increasing in England and Wales since 2013/14.,fullfact
False,http://fullfact.org/crime/have-more-people-died-stabbings-and-shootings-year/,Claire Milne,"More people have died this year through stabbings or shooting, and more young men.",Have more people died in stabbings and shootings this year?,5/18/2018,We don’t have exact figures for this year yet. The closest data we have is for homicides involving stabbings in London until the end of last year and those involving stabbings or shootings across the whole of England and Wales in 2016/17. These show increases in the past year or two and more young male victims.,fullfact
True,http://fullfact.org/crime/stops-and-searches-are-becoming-less-common/,Joseph O’Leary,"Before recent reforms, fewer than one in 10 stops and searches led to an arrest. Now the rate is the highest on record.",Stops and searches are becoming less common,8/10/2017,"Correct. Figures from 2008-2011 showed 9% of all stops and searches resulted in an arrest. By 2015/16, this was up to 16% - the highest on record.",fullfact
True,http://fullfact.org/crime/stops-and-searches-are-becoming-less-common/,Joseph O’Leary,"
 
A third of stops and searches in London results in something being found.",Stops and searches are becoming less common,8/10/2017,"
 
Correct.",fullfact
True,http://fullfact.org/crime/stops-and-searches-are-becoming-less-common/,Joseph O’Leary,"
 
The use of stop and search has fallen by almost two thirds since reforms to the system.",Stops and searches are becoming less common,8/10/2017,"
 
Correct.",fullfact
True,http://fullfact.org/economy/women-work-female-employment-rate-company-boards-and-gender-pay-gap/,Richard Braham,The gender pay gap is at the lowest on record.,"Women in work: the female employment rate, company boards and the gender pay gap",8/8/2017,"That’s correct across a range of measures, although there’s still a significant gap overall.",fullfact
True,http://fullfact.org/economy/women-work-female-employment-rate-company-boards-and-gender-pay-gap/,Richard Braham,"
 
More FTSE 100 board directors are women than ever before.","Women in work: the female employment rate, company boards and the gender pay gap",8/8/2017,"
 
Correct. The proportion seems to have fallen fractionally in the months leading up to March 2017, although that’s nothing compared to the large year-on-year increases that came previously. Slightly over a quarter of FTSE 100 board members are women, so we’re still some way off equal representation on company boards.",fullfact
True,http://fullfact.org/economy/women-work-female-employment-rate-company-boards-and-gender-pay-gap/,Richard Braham,"
 
We have the highest female employment rate on record.","Women in work: the female employment rate, company boards and the gender pay gap",3/8/2017,"
 
Correct. A higher proportion of women aged 16-64 are in paid work than ever before, although the employment rate is still lower for women than for men.",fullfact
True,http://fullfact.org/economy/gender-pay-gap-has-been-falling-over-time/,Hannah Phaup,The gender pay gap is at its lowest level.,The gender pay gap has been falling over time,2/9/2018,Broadly correct.,fullfact
False,http://fullfact.org/health/cunningham-johnson-stockton-hillingdon-ethiopia/,Leo Benedictus,"
 
Men in Teesside have the same life expectancy as those in Ethiopia.",Alex Cunningham and Boris Johnson  both used the wrong figures about health inequality,1/24/2020,"
 
Men in one very deprived ward of Stockton have the same life expectancy as men in Ethiopia, according to figures from the World Bank in 2017. This isn’t the case for Teesside as a whole.",fullfact
False,http://fullfact.org/health/cunningham-johnson-stockton-hillingdon-ethiopia/,Leo Benedictus,"
 
The gap in UK life expectancies is falling.",Alex Cunningham and Boris Johnson  both used the wrong figures about health inequality,1/24/2020,"
 
Not true. The life expectancy gap between rich and poor, and between the northeast and London, is rising.",fullfact
True,http://fullfact.org/economy/child-poverty-depending-how-you-look-it/,Claire Milne,"Child poverty increased by 250,000 in a single year under the Conservatives.","Child poverty is up, depending on how you look at it",10/4/2016,"This is correct by one measure. According to HMRC the number of children in poverty went from 18% to 20% between 2013 and 2014, an increase of 250,000 children. This is a return to 2010 levels.",fullfact
True,http://fullfact.org/economy/are-muslim-women-more-likely-be-unemployed/,CJ McKinney,"Muslim women are three times as likely to be unemployed, and twice as likely not to be in the jobs market in the first place, compared to women generally.",Are Muslim women more likely to be unemployed?,8/11/2016,This is correct.,fullfact
True,http://fullfact.org/economy/are-more-people-self-employed/,Conor James McKinney,"One in seven workers are self-employed, and the number is growing.",Are more people self-employed?,9/29/2015,"One in seven is right, and the number and proportion of workers that are self-employed has been rising since the early 2000s, although it has fluctuated.",fullfact
Mixture,http://fullfact.org/economy/state-private-rented-homes/,"Simon Wasser, Conor James McKinney",One third of private rented homes don't meet basic health and safety standards.,The state of private rented homes,2/10/2016,"Close to a third of private rented properties don't meet the official Decent Homes Standard, but health and safety is only one possible reason a home can fail that. A sixth of private rental homes failed minimum health and safety standards in 2013.",fullfact
Mixture,http://fullfact.org/economy/will-changes-tax-credits-cost-families-1300-year/,Laura O'Brien,"Cuts to tax credits will cost low-paid working families £1,300 a year.","Will changes to tax credits cost families £1,300 a year?",2/11/2016,"£1,300 is a ""rough"" estimate of the average reduction in income next year (2016/17).",fullfact
Mixture,http://fullfact.org/economy/pay-gap-record-employment-and-extra-23-billion-gdp-women-and-workplace/,Sam Ashworth-Hayes,"
 
If women in the UK reached their full economic potential it would be worth £23 billion.","The pay gap, record employment and an extra £23 billion to GDP: women and the workplace",2/12/2016,"
 
This figure is from 2006. Some of the gains may have increased with the size of the economy, and higher prices mean that the cash figures would be larger. Some of the gains may already  have been achieved.",fullfact
Mixture,http://fullfact.org/economy/pay-gap-record-employment-and-extra-23-billion-gdp-women-and-workplace/,Sam Ashworth-Hayes,"
 
There are more women in the UK in work than ever before.","The pay gap, record employment and an extra £23 billion to GDP: women and the workplace",2/13/2016,"
 
This is true, but it's almost always true: employment grows as the population grows. The employment rate for women aged 16-64 was also at a record high.",fullfact
True,http://fullfact.org/economy/pay-gap-record-employment-and-extra-23-billion-gdp-women-and-workplace/,Sam Ashworth-Hayes,The gender pay gap is lower than it's ever been before.,"The pay gap, record employment and an extra £23 billion to GDP: women and the workplace",2/14/2016,This is true. The pay gap is at a record low for full-time employees and for employees overall.,fullfact
True,http://fullfact.org/education/ofsted-hasnt-inspected-300-schools-decade-or-more/,Grace Rahman,"1,620 schools, most rated outstanding, haven’t been inspected for six years or more. 290 haven’t been inspected for more than a decade.",Ofsted hasn’t inspected 300 schools for a decade or more,2/15/2016,"Correct. 1,620 state schools in England, most of which were rated outstanding in their last inspection, have not been inspected for six years or more. Of these, 296 have not been inspected for between ten and eleven years.",fullfact
Mixture,https://fullfact.org/online/great-reset-conspiracy-theory/,Grace Rahman,The Great Reset is not a conspiracy theory and the World Economic Forum reveals its agenda.,The Great Reset: What is it?,4/14/2022,"The World Economic Forum website does discuss a ‘Great Reset’ many times on its website, but many claims about the plan are false and amount to a conspiracy theory.",fullfact
False,https://fullfact.org/online/MPs-no-upper-limit-heating-expenses/,Grace Rahman,"MPs can claim up to £3,400 towards their heating costs.",There is no upper limit for how much MPs can claim to cover heating costs,4/14/2022,There is no upper limit on how much MPs can claim for utilities bills.,fullfact
False,https://fullfact.org/online/anthony-fauci-not-arrested/,Leo Benedictus,Dr Fauci has been arrested by US Special Forces.,Dr Anthony Fauci has not been arrested by Special Forces,4/14/2022,This is not true. It appears to be a complete fabrication.,fullfact
False,https://fullfact.org/online/iceland-free-food/,Sam Ashworth-Hayes,Liking and sharing a post will get you £35 of free food from Iceland.,Iceland isn’t giving away free food,4/13/2022,The post comes from a page pretending to be the supermarket. There’s no evidence of any such promotion on the official page.,fullfact
False,https://fullfact.org/law/criminal-barristers-quitting/,Sam Ashworth-Hayes,10% of criminal barristers have quit in the past year.,10% of criminal barristers haven’t quit in the past year,4/11/2022,This figure refers to the fall in the number of lawyers working full-time on publicly-funded criminal cases. The total number of criminal barristers has stayed stable.,fullfact
False,https://fullfact.org/online/nadine-dorries-fake-tweet/,Sam Ashworth-Hayes,"Nadine Dorries said people should stop moaning about the demand for food banks, and families would need to “live within their means” because “food doesn’t grow on trees”.",Nadine Dorries didn’t say ‘food doesn’t grow on trees,4/11/2022,This is a fake tweet.,fullfact
False,https://fullfact.org/health/boots-lateral-flow-tests/,Pippa Allen-Kinross,Boots has been given lateral flow tests the taxpayer has already paid for to sell back to us again.,Boots isn’t selling lateral flow tests ‘the taxpayer has already paid for’,4/11/2022,"This is false. Unused tests procured by NHS Test and Trace are not given to private providers, and the tests for sale in Boots are not the same as the ones used by Test and Trace.",fullfact
False,https://fullfact.org/online/tornado-eunice-bin/,Grace Rahman,"A video shows Storm Eunice blowing a wheelie bin, a trampoline and chairs around in the air.",Flying bin video was not filmed during Storm Eunice,2/22/2022,"The video was taken in 2021, during a suspected tornado in Barking, London.",fullfact
False,https://fullfact.org/online/ferry-video-not-storm-eunice/,Leo Benedictus,A video shows a rolling ferry during Storm Eunice in February 2022.,Footage of a rolling ferry was not made during Storm Eunice,2/22/2022,"Incorrect. It shows a ferry during Storm Dennis in February 2020.

Incorrect. It shows a ferry during Storm Dennis in February 2020.",fullfact
False,https://fullfact.org/online/reporter-sign-video/,Grace Rahman,A news reporter gets hit by a sign while reporting during a storm.,Irish reporter did not get hit by sign during storm,2/22/2022,"Although most of the video is genuine, the part where she gets hit by the sign was edited in.",fullfact
False,https://fullfact.org/online/mps-cant-claim-50-pounds-for-breakfast/,Leo Benedictus,MPs can claim £50 for the cost of a breakfast.,MPs can’t claim £50 for a breakfast,2/22/2022,"No, they can’t. The maximum daily food and drink allowance for MPs is £25.",fullfact
Mixture,https://fullfact.org/online/anthony-hopkins-essay/,Abbas Panjwani,Sir Anthony Hopkins is the author of a short essay on personal relationships.,No evidence Sir Anthony Hopkins penned essay about personal relationships,2/22/2022,There is no evidence for this. Similar words predating the first instance of the essay being attributed to Sir Anthony have been attributed to another author.,fullfact
False,https://fullfact.org/news/storms-are-not-sexist/,Leo Benedictus,Female-titled storms and hurricanes are more deadly.,Storms with female names are not ‘more deadly’ because people underestimate them,2/18/2022,This is not true. It comes from a research paper that was subsequently shown to be flawed.,fullfact
False,https://fullfact.org/online/storm-eunice-video-portsmouth/,Grace Rahman,A video shows Storm Eunice had arrived early in Portsmouth.,Storm Eunice video' supposedly showing crane fall in Portsmouth is actually from Poland,2/18/2022,The video was taken in Poland during a different storm.,fullfact
Mixture,https://fullfact.org/economy/express-labour-financial-debt-pensioners/,Leo Benedictus,"550,000 more pensioners were in debt in Great Britain in 2020, compared with 2010.",More older people have financial debt—but fewer are actually struggling,2/17/2022,"It’s true that about 550,000 more people aged 65 or over had some kind of non-mortgage debt by the end of the 2010s, but the number who found that debt to be a problem actually fell over the same period.",fullfact
False,https://fullfact.org/health/fake-bbc-article-heart-attack-breating/,Abbas Panjwani,A BBC News article reports that breathing too many times a day could raise your risk of a heart attack.,‘BBC article’ claiming shallow breathing increases risk of heart attack is fake,2/16/2022,The article is fake.,fullfact
False,https://fullfact.org/online/bill-gates-covid-vaccines/,Full Fact Team,Bill Gates has called for the withdrawal of all Covid-19 vaccines.,Bill Gates didn’t say all Covid-19 vaccines should be withdrawn,2/18/2022,He didn’t. These ‘quotes’ were taken from a satirical article.,fullfact
False,https://fullfact.org/online/covid-vaccines-natural-immunity/,Grace Rahman,The UK government now admits that vaccines have damaged the natural immune system of those who have been double-vaccinated.,The government hasn’t admitted Covid-19 vaccines damage your natural immune system,2/14/2022,The government hasn’t said this and there’s no evidence it’s true.,fullfact
False,https://fullfact.org/online/santorini-offer/,Leo Benedictus,People who share then comment on a Facebook post will be given the chance to win a holiday.,Offer of Santorini holiday ‘reward’ returns to Facebook,2/11/2022,This appears not to be true. A scam with the same words appeared two years ago.,fullfact
False,https://fullfact.org/online/germ-theory-is-a-fact/,Leo Benedictus,Germ theory is a scientifically proven lie.,Germ theory is not ‘a lie’,2/11/2022,This is not true. Germ theory is an established scientific fact.,fullfact
False,https://fullfact.org/online/tractor-protest-holland-freedom-convoy/, Sarah Turnnidge,A picture of tractors blocking a motorway in Holland was taken yesterday and is part of a global protest movement.,Picture of tractors in the Netherlands has nothing to do with Canada ‘freedom convoy’,2/11/2022,"This is not true. The picture is from 2019, and the protest shown was against climate change policies in the Netherlands.",fullfact
False,https://fullfact.org/online/mechanically-separated-chicken-mdconalds/,Abbas Panjwani,McDonald’s uses mechanically separated chicken.,McDonald’s doesn’t use mechanically separated chicken,2/10/2022,False.,fullfact
False,https://fullfact.org/online/crisis-actor-tv/,Grace Rahman,A video from the news shows a ‘crisis actor’ moving in a body bag.,Moving ‘crisis actor’ in body bag is actually climate change protester,2/10/2022,This is false. The video shows climate policy protesters.,fullfact
False,https://fullfact.org/health/covid-vaccines-hiv-netherlands/,Abbas Panjwani,There is a link between Covid-19 vaccines and a new strain of HIV identified in the Netherlands.,No link between Covid-19 vaccines and new HIV strain,2/10/2022,There is no evidence for this. The HIV strain identified is thought to have arisen around 30 years ago.,fullfact
False,https://fullfact.org/economy/hmrc-tax-100-years-ago/,Sarah turnnidge,"UK residents now have to pay dozens of different taxes, none of which existed 100 years ago.","Income tax, fuel tax and inheritance tax all existed 100 years ago",2/10/2022,"This isn’t true. Income tax, which is listed in the post, was first introduced in 1799. And there are a number of other taxes mentioned that aren’t in place in the UK.",fullfact
False,https://fullfact.org/online/jersey-tornado/,Abbas Panjwani,A tornado of rain is pictured over the sea.,Rain tornado off Jersey is CGI,2/10/2022,The tornado was created with CGI and is not real.,fullfact
False,https://fullfact.org/online/meryl-streep-king-kong/,Leo Benedictus,A photograph shows Meryl Streep on the New York subway shortly after an unsuccessful audition for a role in King Kong.,Violence and drugs in prison,2/10/2022,"This is not true. The photograph was taken years later, when Ms Streep was a successful actress.",fullfact
False,https://fullfact.org/online/keanu-reeves-matrix-fake-quote/,Sarah turnnidge,Keanu Reeves said that “humanity is showing signs of breaking free from the matrix”.,Keanu Reeves did not say ‘humanity is showing signs of breaking free from the matrix’,2/10/2022,There is no evidence the actor ever actually said this.,fullfact
False,https://fullfact.org/health/nhs-covid-risk-children/,Leo Benedictus,"One in 100 children who catch Covid-19 get sick enough with the disease to be admitted to hospital.

One in 100 children who catch Covid-19 get sick enough with the disease to be admitted to hospital.

",NHS video overstates the risk of Covid-19 to children,2/9/2022,"This is not true. It reflects the approximate proportion of children who tested positive for Covid-19, who were admitted to hospital. This rate has roughly halved recently. A child’s real risk of admission due to Covid is also much lower than this rate suggests, because many infections are not detected as cases, and some admissions are not due to Covid.",fullfact
False,https://fullfact.org/economy/fuel-bank-voucher-49/,Sarah turnnidge,Anyone facing financial hardship with less than £4 on a prepaid energy meter can call and ask for a £49 fuel voucher twice a year.,Viral posts about £49 fuel vouchers are false,2/9/2022,This is not an established scheme across the UK. Financial support with energy bills is available but the claim that everyone is entitled to a £49 voucher twice a year is incorrect.,fullfact
False,https://fullfact.org/economy/10000-finance-jobs-lost-since-brexit/,Joël Reland,"10,000 jobs have already moved out of the financial services sector following the EU referendum vote.","10,000 finance jobs lost since Brexit?",9/25/2017,"We’ve seen no evidence for this. A survey predicts 10,000 jobs might be moved from the UK if we leave the single market. We don’t know what kind of Brexit deal will be made and the survey has additional limitations",fullfact
Mixture,https://fullfact.org/online/australia-arrest-politicians/,Grace Rahman,"Arrest warrants for Australia PM Scott Morrison, state premiers and other government officials have now been served to New South Wales police with a deadline for arrest of 31 January.",Australian police taking no action over politician ‘arrest warrants’,2/8/2022,New South Wales police said they had received documentation from a protest group but that no further police action was expected. No such arrests were made by that date.,fullfact
False,https://fullfact.org/crime/west-yorkshire-police-not-investigating-covid-19-vaccine-programme/,Tom Norton ,West Yorkshire Police is investigating the Covid-19 vaccine programme,West Yorkshire Police is not investigating the Covid-19 vaccine programme,2/8/2022,"This is not true. A reference number was created following reports of alleged criminality but West Yorkshire Police has confirmed that no crimes have been recorded, no criminal enquiries are ongoing and there are no investigations relating to this report or any other alleged criminality relating to the vaccine program.",fullfact
False,https://fullfact.org/health/what-is-an-abortifacient/,Full Fact Team,"The morning after pill is an abortifacient, so induces an abortion.",Jacob Rees-Mogg wrong to suggest morning after pill is ‘abortifacient’,2/7/2022,"The morning after pill doesn’t induce an abortion, but rather prevents ovulation so no egg is fertilised, preventing pregnancy, in the manner of contraception.",fullfact
Mixture,https://fullfact.org/online/133-covid-deaths-children/,Leo Benedictus,At least 133 children have died of Covid-19 in the UK.,GP’s article overstates the number of Covid-19 deaths in children,2/4/2022,"This figure is the number of deaths in England following a positive Covid-19 test in people aged under 20. The number of deaths that we know were caused by Covid in people aged under 18 in England and Wales is 50, although this figure is slightly less recent.",fullfact
Mixture,https://fullfact.org/economy/2021-winter-temperature-weather/,Abbas Panjwani,We have had a colder than usual winter.,Rishi Sunak wrong to say we’ve had a ‘colder than usual’ winter,2/4/2022,"We have had a warmer than usual winter, in the UK at least.",fullfact
False,https://fullfact.org/online/aortic-stenosis/,Grace Rahman,Research has found that a massive amount of the population has a deadly heart condition after a year of Covid-19 vaccines.,Estimates of heart condition prevalence in the UK isn’t linked to vaccines,2/4/2022,"We could find no evidence that aortic stenosis has anything to do with Covid-19 vaccines. There’s no evidence the vaccines cause the condition, which is due to a congenital heart defect, or damage to the heart that occurs with age.",fullfact
Mixture,https://fullfact.org/online/534-deaths-not-a-spike/,Leo Benedictus,There was a large rise in the number of Covid deaths on 2 February 2022.,Higher number of reported Covid-19 deaths down to backlog,2/3/2022,"A large number of deaths were reported on this day, because of a delay in the system. At the beginning of February 2022, the number of deaths happening each day was falling.",fullfact
False,https://fullfact.org/health/covid-ppe-procurement-use/,Abbas Panjwani,"97% of the PPE secured was ready, fit-for-purpose and there on the front line",Michael Gove incorrect to say 97% of PPE procured 'fit-for-purpose',2/2/2022,"While this PPE may have been usable, it was not all fit for use in the health and care sector, nor on the front line.",fullfact
False,https://fullfact.org/news/martin-lewis-national-insurance-government/,Tom Norton ,National Insurance contributions will increase by 1.25% from 6 April 2022.,Government website makes percentage error on National Insurance rise,2/2/2022,"It is not a percentage increase on existing National Insurance rates, it is a 1.25 percentage point increase applied to existing National Insurance rates. For many, this will mean a tax rise of more than 10%",fullfact
False,https://fullfact.org/online/gb-news-surgeon-covid-vaccines/,Leo Benedictus,UKHSA data shows that people who receive a booster dose of the Covid-19 vaccine are more likely to be infected with the disease,A surgeon made several incorrect claims about Covid-19 vaccine on GB News,2/2/2022,This is not true. The UKHSA data does not show this. Indeed the UKHSA warns against misinterpreting its data in this way.,fullfact
False,https://fullfact.org/online/pin-needle-stroke/,Grace Rahman,"You can save someone’s life if they’re having a stroke using a needle. If someone is having a stroke, sterilise a needle then use it to prick the tips of all 10 fingers of that person. After their fingers start to bleed, prick the soft parts of their ear. Then send them to a hospital.",A needle cannot save the life of someone having a stroke,2/2/2022,"You absolutely should not do this. If you suspect someone is having a stroke, call 999.",fullfact
False,https://fullfact.org/health/police-vaccines-covid-false/,Tom Norton ,There is a live criminal investigation into the Covid-19 vaccine programme.,Video filmed at police station is filled with Covid-19 vaccine misinformation,1/31/2022,There isn’t. A crime reference number was created after campaigners visited a London police station in December 2021. The Metropolitan Police has confirmed there is no investigation.,fullfact
Mixture,https://fullfact.org/health/mhra-vaccine-deaths/,Tom Norton ,The UK has recorded five times more deaths “due to” the Covid-19 vaccines than all other vaccines over the past five years,Claims Covid-19 vaccines have led to five times more deaths than other vaccines are based on false assumptions,1/31/2022,These refer to the number of deaths reported after vaccination though may not have been due to vaccination,fullfact
False,https://fullfact.org/health/unvaccinated-covid-dna-noah/,Sarah turnnidge,Covid-19 vaccines can change your DNA.,Facebook video on unvaccinated people makes incorrect claims about DNA,1/31/2022,This is not true. mRNA vaccines do not alter DNA.,fullfact
False,https://fullfact.org/online/alex-belfield-youtube-17500/,Full Fact Team,"Only 17,500 people have died of Covid in England and Wales.","Alex Belfield is wrong to say that only 17,500 people died of Covid-19",1/31/2022,"Incorrect. The true number is more than 140,000. 17,500 is roughly how many of these people did not have other pre-existing conditions.",fullfact
Mixture,https://fullfact.org/online/highway-code-changes/,Abbas Panjwani,Cyclists should cycle in the centre of the lane.,Highway Code changes infographic needs context,1/28/2022,"This is true for quiet roads, but on busy roads they should stay at least 0.5 metres from the kerb.",fullfact
False,https://fullfact.org/online/board-of-education-covid-vaccines/,Leo Benedictus,"The spike proteins generated by the body in response to the Covid-19 vaccines make people a ticking time bomb for cancer, blood clots and other ailments.",Covid-19 vaccines don’t make you a ‘ticking time bomb’,1/28/2022,Covid-19 vaccines don’t make you a ‘ticking time bomb’,fullfact
